"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"AP"	"deliverymethod"
"39887"	"Stemetil 5mg tablets (Sanofi)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"40001"	"Stemetil 5mg/5ml syrup (Sanofi)"	"Prochlorperazine"	"1mg/1ml"	"Oral solution"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"40162"	"Trifluoperazine 1mg tablets (A A H Pharmaceuticals Ltd)"	"Trifluoperazine"	"1mg"	"Tablet"	"Oral"	"04020101/04065400"	"Trifluoperazine"	"Oral"
"40390"	"Promazine 25mg/5ml syrup (Rosemont Pharmaceuticals Ltd)"	"Promazine"	"5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Promazine"	"Oral"
"40586"	"Clozapine 50mg tablets"	"Clozapine"	"50mg"	"Tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"40587"	"Clozapine 200mg tablets"	"Clozapine"	"200mg"	"Tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"40779"	"Quetiapine 100mg/5ml oral solution"	"Quetiapine"	"20mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"40782"	"Levomepromazine 6mg Tablet"	"Levomepromazine"	"6mg"	"Tablet"	"Oral"	"04020100"	"Levomepromazine"	"Oral"
"40881"	"Neulactil 10mg tablets (Sanofi)"	"Pericyazine"	"10mg"	"Tablet"	"Oral"	"04020101"	"Pericyazine"	"Oral"
"40928"	"Droperidol 2.5mg/1ml solution for injection ampoules"	"Droperidol"	"2.5mg/1ml"	"Solution for injection"	"Intravenous"	"04065400"	"Droperidol"	"Injection"
"40932"	"Quetiapine 100mg/5ml oral suspension"	"Quetiapine"	"20mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"41070"	"Denzapine 50mg tablets (Britannia Pharmaceuticals Ltd)"	"Clozapine"	"50mg"	"Tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"41420"	"Haloperidol 500microgram tablets (Sandoz Ltd)"	"Haloperidol"	"500microgram"	"Tablet"	"Oral"	"00000000"	"Haloperidol"	"Oral"
"41428"	"Denzapine 200mg tablets (Britannia Pharmaceuticals Ltd)"	"Clozapine"	"200mg"	"Tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"41546"	"Haloperidol 1mg/ml Liquid (Hillcross Pharmaceuticals Ltd)"	"Haloperidol"	"1mg/ml"	"Liquid"	"Oral"	"04020100/40120000"	"Haloperidol"	"Oral"
"41645"	"Chlorpromazine 25mg/ml Injection (Antigen Pharmaceuticals)"	"Chlorpromazine"	"25mg/ml"	"Injection"	"Intramuscular Deep Injection"	"04020100/40120000"	"Chlorpromazine"	"Injection"
"41663"	"Trifluoperazine 5mg tablets (A A H Pharmaceuticals Ltd)"	"Trifluoperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Trifluoperazine"	"Oral"
"41675"	"Sulpiride 200mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Sulpiride"	"200mg"	"Tablet"	"Oral"	"04020101"	"Sulpiride"	"Oral"
"41702"	"Amisulpride 100mg tablets (Zentiva)"	"Amisulpride"	"100mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"41714"	"Amisulpride 50mg tablets (Zentiva)"	"Amisulpride"	"50mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"41732"	"Promazine 50mg tablets (Teva UK Ltd)"	"Promazine"	"50mg"	"Tablet"	"Oral"	"04020101"	"Promazine"	"Oral"
"41970"	"Fluphenazine decanoate 25mg/1ml solution for injection ampoules (Hospira UK Ltd)"	"Fluphenazine"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Fluphenazine"	"Injection"
"41971"	"Fluphenazine decanoate 25mg/ml Injection (Antigen Pharmaceuticals)"	"Fluphenazine"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Fluphenazine"	"Injection"
"41995"	"Promazine 50mg/ml Injection (Genus Pharmaceuticals Ltd)"	"Promazine"	"50mg/ml"	"Injection"	"Intramuscular"	"04020100"	"Promazine"	"Injection"
"42000"	"Haloperidol 2mg/ml Liquid (Rosemont Pharmaceuticals Ltd)"	"Haloperidol"	"2mg/ml"	"Liquid"	"Oral"	"04020100/40120000"	"Haloperidol"	"Oral"
"42229"	"Droperidol oral liquid"	"Droperidol"	NA	"Oral Liquid"	"Oral"	"04020100/15010401"	"Droperidol"	"Oral"
"42242"	"Clozapine 50mg/ml oral suspension sugar free"	"Clozapine"	"50mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Clozapine"	"Oral"
"42807"	"Haloperidol 500microgram Tablet (Lagap)"	"Haloperidol"	"500microgram"	"Tablet"	"Oral"	"04020100/40120000"	"Haloperidol"	"Oral"
"42816"	"Thioridazine 50mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd)"	"Thioridazine"	"50mg/5ml"	"Oral Solution"	"Oral"	"04020100"	"Thioridazine"	"Oral"
"42882"	"Buccastem 3mg tablets (Alliance Pharmaceuticals Ltd)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"04065400"	"Prochlorperazine"	"Oral"
"42895"	"Haloperidol 5mg tablets (Teva UK Ltd)"	"Haloperidol"	"5mg"	"Tablet"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"43020"	"Haloperidol Oral solution"	"Haloperidol"	NA	"Oral Solution"	"Oral"	"04020100/40120000"	"Haloperidol"	"Oral"
"43420"	"Prochlorperazine 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"43423"	"Sulpiride 200mg tablets (A A H Pharmaceuticals Ltd)"	"Sulpiride"	"200mg"	"Tablet"	"Oral"	"04020101"	"Sulpiride"	"Oral"
"43424"	"Thioridazine 25mg tablets (A A H Pharmaceuticals Ltd)"	"Thioridazine"	"25mg"	"Tablet"	"Oral"	"00000000"	"Thioridazine"	"Oral"
"43431"	"Haloperidol 500microgram tablets (A A H Pharmaceuticals Ltd)"	"Haloperidol"	"500microgram"	"Tablet"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"43520"	"Haloperidol 1.5mg tablets (Teva UK Ltd)"	"Haloperidol"	"1.5mg"	"Tablet"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"43522"	"Sulpiride 200mg tablets (Teva UK Ltd)"	"Sulpiride"	"200mg"	"Tablet"	"Oral"	"04020101"	"Sulpiride"	"Oral"
"43654"	"Promazine 50mg/ml injection"	"Promazine"	"50mg/ml"	"Injection"	"Intramuscular"	"04020100"	"Promazine"	"Injection"
"43914"	"Olanzapine embonate 210mg powder and solvent for suspension for injection vials"	"Olanzapine"	"210mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102/04020200"	"Olanzapine"	"Injection"
"44024"	"Quetiapine 150mg modified-release tablets"	"Quetiapine"	"150mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"44186"	"Chlorpromazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Chlorpromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"44326"	"Seroquel XL 150mg tablets (AstraZeneca UK Ltd)"	"Quetiapine"	"150mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"45281"	"Chlorpromazine 100mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Chlorpromazine"	"20mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"45444"	"Denzapine 50mg/ml oral suspension (Britannia Pharmaceuticals Ltd)"	"Clozapine"	"50mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Clozapine"	"Oral"
"45810"	"Haloperidol 10mg/5ml oral solution sugar free"	"Haloperidol"	"2mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"45839"	"Quetiapine 25mg/5ml oral suspension"	"Quetiapine"	"5mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"45860"	"Thioridazine 100mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Thioridazine"	"100mg"	"Tablet"	"Oral"	"04020100"	"Thioridazine"	"Oral"
"45880"	"Haloperidol 5mg/5ml oral solution sugar free"	"Haloperidol"	"1mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"45953"	"Zyprexa 10mg powder for solution for injection vials (Eli Lilly and Company Ltd)"	"Olanzapine"	"10mg"	"Powder for solution for injection"	"Intramuscular"	"04020102/04020300"	"Olanzapine"	"Injection"
"46224"	"Paliperidone 50mg/0.5ml suspension for injection pre-filled syringes"	"Paliperidone"	"100mg/1ml"	"Suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"46351"	"Paliperidone 150mg/1.5ml suspension for injection pre-filled syringes"	"Paliperidone"	"100mg/1ml"	"Suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"46422"	"Olanzapine embonate 300mg powder and solvent for suspension for injection vials"	"Olanzapine"	"300mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102/04020200"	"Olanzapine"	"Injection"
"46434"	"Xeplion 100mg/1ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"100mg/1ml"	"Suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"46435"	"Xeplion 150mg/1.5ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"100mg/1ml"	"Suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"46436"	"Xeplion 75mg/0.75ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"100mg/1ml"	"Suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"46447"	"Paliperidone 100mg/1ml suspension for injection pre-filled syringes"	"Paliperidone"	"100mg/1ml"	"Suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"46556"	"Paliperidone 75mg/0.75ml suspension for injection pre-filled syringes"	"Paliperidone"	"100mg/1ml"	"Suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"46677"	"Risperidone 500microgram tablets (Actavis UK Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"46705"	"Abilify 9.75mg/1.3ml solution for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"7.5mg/1ml"	"Solution for injection"	"Intramuscular"	"04020102"	"Aripiprazole"	"Injection"
"46764"	"Quetiapine 12.5mg/5ml oral solution"	"Quetiapine"	"2.5mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"46871"	"Quetiapine 12.5mg/5ml oral suspension"	"Quetiapine"	"2.5mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"46889"	"Amisulpride 25mg/5ml oral solution"	"Amisulpride"	"5mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"46945"	"Promazine 25mg Tablet (Biorex Laboratories Ltd)"	"Promazine"	"25mg"	"Tablet"	"Oral"	"04020100"	"Promazine"	"Oral"
"46960"	"Chlorpromazine 100mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Chlorpromazine"	"100mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"46969"	"Amisulpride 200mg tablets (A A H Pharmaceuticals Ltd)"	"Amisulpride"	"200mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"47013"	"Haloperidol 1mg/5ml oral suspension"	"Haloperidol"	"200microgram/1ml"	"Oral suspension"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"47049"	"Olanzapine 10mg orodispersible tablets"	"Olanzapine"	"10mg"	"Orodispersible tablet"	"Oral"	"00000000"	"Olanzapine"	"Oral"
"47055"	"Olanzapine 5mg orodispersible tablets"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"00000000"	"Olanzapine"	"Oral"
"47063"	"Olanzapine 10mg orodispersible tablets sugar free"	"Olanzapine"	"10mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"47083"	"Olanzapine 20mg orodispersible tablets"	"Olanzapine"	"20mg"	"Orodispersible tablet"	"Oral"	"00000000"	"Olanzapine"	"Oral"
"47093"	"Olanzapine 20mg orodispersible tablets sugar free"	"Olanzapine"	"20mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"47098"	"Olanzapine 5mg orodispersible tablets sugar free"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"47103"	"Olanzapine 15mg orodispersible tablets sugar free"	"Olanzapine"	"15mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"47149"	"Haloperidol 1mg/5ml oral solution"	"Haloperidol"	"200microgram/1ml"	"Oral solution"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"47152"	"Olanzapine 15mg orodispersible tablets"	"Olanzapine"	"15mg"	"Orodispersible tablet"	"Oral"	"00000000"	"Olanzapine"	"Oral"
"47162"	"Xeplion 50mg/0.5ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"100mg/1ml"	"Suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"47167"	"Asenapine 10mg sublingual tablets sugar free"	"Asenapine"	"10mg"	"Sublingual tablet"	"Sublingual"	"04020300"	"Asenapine"	"Oral"
"47233"	"Zaponex 25mg tablets (Leyden Delta B.V.)"	"Clozapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"47256"	"Olanzapine 5mg oral lyophilisates sugar free"	"Olanzapine"	"5mg"	"Oral lyophilisate"	"Oral"	"00000000"	"Olanzapine"	"Oral"
"47280"	"Asenapine 5mg sublingual tablets sugar free"	"Asenapine"	"5mg"	"Sublingual tablet"	"Sublingual"	"04020300"	"Asenapine"	"Oral"
"47302"	"Zaponex 100mg tablets (Leyden Delta B.V.)"	"Clozapine"	"100mg"	"Tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"47304"	"Olanzapine 10mg oral lyophilisates sugar free"	"Olanzapine"	"10mg"	"Oral lyophilisate"	"Oral"	"00000000"	"Olanzapine"	"Oral"
"47361"	"Thioridazine 10mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd)"	"Thioridazine"	"10mg/5ml"	"Oral Solution"	"Oral"	"04020100"	"Thioridazine"	"Oral"
"47365"	"Anquil 250microgram tablets (Kyowa Kirin Ltd)"	"Benperidol"	"250microgram"	"Tablet"	"Oral"	"04020101"	"Benperidol"	"Oral"
"47394"	"Olanzapine 15mg oral lyophilisates sugar free"	"Olanzapine"	"15mg"	"Oral lyophilisate"	"Oral"	"00000000"	"Olanzapine"	"Oral"
"47498"	"Olanzapine 20mg oral lyophilisates sugar free"	"Olanzapine"	"20mg"	"Oral lyophilisate"	"Oral"	"00000000"	"Olanzapine"	"Oral"
"47808"	"Haloperidol 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Haloperidol"	"2mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"47832"	"Risperidone 500microgram tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"47881"	"Thioridazine 25mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Thioridazine"	"5mg/1ml"	"Oral solution"	"Oral"	"00000000"	"Thioridazine"	"Oral"
"48077"	"Roxiam ir 75mg Capsule (AstraZeneca UK Ltd)"	"Remoxipride"	"75mg"	"Capsule"	"Oral"	"04020100"	"Remoxipride"	"Oral"
"49170"	"Stemetil 5mg tablets (Lexon (UK) Ltd)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"49207"	"Haloperidol 2mg/5ml oral solution"	"Haloperidol"	"400microgram/1ml"	"Oral solution"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"49606"	"Levinan 6mg tablets (Kyowa Kirin Ltd)"	"Levomepromazine"	"6mg"	"Tablet"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"49696"	"Quetiapine 25mg/5ml oral solution"	"Quetiapine"	"5mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"49699"	"Abilify 5mg tablets (Sigma Pharmaceuticals Plc)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"50214"	"Olanzapine 5mg orodispersible tablets"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"50462"	"Stemetil 5mg tablets (DE Pharmaceuticals)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"50592"	"Fluanxol 1mg tablets (Sigma Pharmaceuticals Plc)"	"Flupentixol"	"1mg"	"Tablet"	"Oral"	"04030400"	"Flupentixol"	"Oral"
"51178"	"Quetiapine 50mg/5ml oral suspension"	"Quetiapine"	"10mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"51240"	"Risperidone 125micrograms/5ml oral solution"	"Risperidone"	"25microgram/1ml"	"Oral solution"	"Oral"	"04020102"	"Risperidone"	"Oral"
"51444"	"Risperdal Consta 50mg powder and solvent for suspension for injection vials (Waymade Healthcare Plc)"	"Risperidone"	"50mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102"	"Risperidone"	"Injection"
"51551"	"Stemetil 5mg tablets (Mawdsley-Brooks & Company Ltd)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"51558"	"Amisulpride 12.5mg/5ml oral suspension"	"Amisulpride"	"2.5mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"51579"	"Stemetil 5mg tablets (Sigma Pharmaceuticals Plc)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"52001"	"Olanzapine 2.5mg tablets (Aspire Pharma Ltd)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"52050"	"Haloperidol 1.5mg/5ml oral suspension"	"Haloperidol"	"300microgram/1ml"	"Oral suspension"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"52076"	"Amisulpride 12.5mg/5ml oral solution"	"Amisulpride"	"2.5mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"52143"	"THIORIDAZINE CONCENTRATE 750MG/5ML 750 MG ELI"	"Thioridazine"	"750MG/5ML"	"Solution for injection"	"Intramuscular"	"00000000"	"Thioridazine"	"Injection"
"52846"	"Nozinan 25mg/1ml solution for injection ampoules (Lexon (UK) Ltd)"	"Levomepromazine"	"25mg/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"04020101"	"Levomepromazine"	"Injection"
"52940"	"Sondate XL 50mg tablets (Teva UK Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"53552"	"Quetiapine 25mg tablets (Zentiva)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"53556"	"Olanzapine 10mg oral lyophilisates sugar free"	"Olanzapine"	"10mg"	"Oral lyophilisate"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"53634"	"Droperidol capsules"	"Droperidol"	NA	"Capsule"	"Oral"	"04020100/15010401"	"Droperidol"	"Oral"
"53649"	"Haloperidol 2mg/5ml oral suspension"	"Haloperidol"	"400microgram/1ml"	"Oral suspension"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"53848"	"Zalasta 5mg orodispersible tablets (Consilient Health Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"53951"	"Levomepromazine 6.25mg/5ml oral solution"	"Levomepromazine"	"1.25mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"54346"	"Risperidone 1mg tablets (Teva UK Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"54429"	"Stemetil 5mg tablets (Waymade Healthcare Plc)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"54458"	"Prochlorperazine 5mg Tablet (Teva UK Ltd)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020100/40120000"	"Prochlorperazine"	"Oral"
"54483"	"Sondate XL 300mg tablets (Teva UK Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"55011"	"Largactil 25mg tablets (Sanofi)"	"Chlorpromazine"	"25mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"55012"	"Largactil 10mg tablets (Sanofi)"	"Chlorpromazine"	"10mg"	"Tablet"	"Oral"	"00000000"	"Chlorpromazine"	"Oral"
"55038"	"Prochlorperazine 5mg tablets (Sigma Pharmaceuticals Plc)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"55268"	"Zypadhera 300mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd)"	"Olanzapine"	"300mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102/04020200"	"Olanzapine"	"Injection"
"55382"	"Trifluoperazine 1mg/5ml oral solution sugar free (AMCo)"	"Trifluoperazine"	"200microgram/1ml"	"Oral solution"	"Oral"	"04020101/04065400"	"Trifluoperazine"	"Oral"
"55620"	"Flupentixol Liquid"	"Flupentixol"	NA	"Liquid"	NA	"04020100/04030400"	"Flupentixol"	"Oral"
"55622"	"Olanzapine 10mg orodispersible tablets"	"Olanzapine"	"10mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"55625"	"Amisulpride 50mg/5ml oral suspension"	"Amisulpride"	"10mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"55661"	"Risperidone 1mg tablets (Kent Pharmaceuticals Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"55667"	"Olanzapine 15mg tablets (Actavis UK Ltd)"	"Olanzapine"	"15mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"55848"	"Haloperidol 5mg/1ml solution for injection ampoules (AMCo)"	"Haloperidol"	"5mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04020101"	"Haloperidol"	"Injection"
"55870"	"Quetiapine oral liquid"	"Quetiapine"	NA	"Oral solution"	"Oral"	"04020100"	"Quetiapine"	"Oral"
"55871"	"Haloperidol 2mg/ml Liquid (Hillcross Pharmaceuticals Ltd)"	"Haloperidol"	"2mg/ml"	"Liquid"	NA	"04020100/40120000"	"Haloperidol"	"Oral"
"55890"	"Promazine 50mg/5ml Liquid (Rosemont Pharmaceuticals Ltd)"	"Promazine"	"50mg/5ml"	"Liquid"	NA	"04020100"	"Promazine"	"Oral"
"56072"	"Olanzapine 20mg orodispersible tablets"	"Olanzapine"	"20mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"56143"	"Olanzapine 15mg orodispersible tablets"	"Olanzapine"	"15mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"56193"	"Olanzapine 5mg oral lyophilisates sugar free"	"Olanzapine"	"5mg"	"Oral lyophilisate"	"Oral"	"00000000"	"Olanzapine"	"Oral"
"56215"	"Quetiapine 50mg/5ml oral solution"	"Quetiapine"	"10mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"56265"	"Olanzapine 20mg oral lyophilisates sugar free"	"Olanzapine"	"20mg"	"Oral lyophilisate"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"56387"	"Risperidone 1mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Risperidone"	"Oral"
"56577"	"Olanzapine 15mg oral lyophilisates sugar free"	"Olanzapine"	"15mg"	"Oral lyophilisate"	"Oral"	"00000000"	"Olanzapine"	"Oral"
"56647"	"Quetiapine 300mg tablets (Arrow Generics Ltd)"	"Quetiapine"	"300mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"56862"	"Chlorpromazine 25mg/5ml syrup (Rosemont Pharmaceuticals Ltd)"	"Chlorpromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"57034"	"Sondate XL 200mg tablets (Teva UK Ltd)"	"Quetiapine"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"57114"	"Abilify 5mg tablets (Mawdsley-Brooks & Company Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"57160"	"Olanzapine 5mg oral lyophilisates sugar free"	"Olanzapine"	"5mg"	"Oral lyophilisate"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"57170"	"Psytixol 100mg/1ml solution for injection ampoules (Mylan)"	"Flupentixol"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Flupentixol"	"Injection"
"57217"	"Risperidone 1mg tablets (Mylan)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"57270"	"Olanzapine 2.5mg/5ml oral suspension"	"Olanzapine"	"500microgram/1ml"	"Oral suspension"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"57412"	"Sondate XL 400mg tablets (Teva UK Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"57550"	"Largactil 25mg/5ml syrup (Sanofi)"	"Chlorpromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"57571"	"Droperidol 5mg/5ml oral solution"	"Droperidol"	"1mg/1ml"	"Oral solution"	"Oral"	"04065400"	"Droperidol"	"Oral"
"57605"	"Stelazine 1mg tablets (Lexon (UK) Ltd)"	"Trifluoperazine"	"1mg"	"Tablet"	"Oral"	"04020101/04065400"	"Trifluoperazine"	"Oral"
"57612"	"Seroquel XL 400mg tablets (Lexon (UK) Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"57613"	"Seroquel XL 50mg tablets (Sigma Pharmaceuticals Plc)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"57616"	"Olanzapine 20mg tablets (Teva UK Ltd)"	"Olanzapine"	"20mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
