"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"AP"	"deliverymethod"
"10615341000033117"	"Atrolak XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"	"Oral"
"10615441000033111"	"Atrolak XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"	"Oral"
"10946341000033116"	"Aripiprazole 400mg powder and solvent for suspension for injection pre-filled syringes"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Aripiprazole"	"400.000mg"	NA	"Aripiprazole"	"Injection"
"10946441000033110"	"Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection pre-filled syringes"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Aripiprazole"	"400.000mg"	NA	"Aripiprazole"	"Injection"
"11578941000033118"	"Psyquet XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"	"Oral"
"11579241000033119"	"Psyquet XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"	"Oral"
"11579341000033112"	"Psyquet XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"	"Oral"
"11579441000033118"	"Psyquet XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"	"Oral"
"11579541000033117"	"Psyquet XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"	"Oral"
"11694341000033111"	"Paliperidone 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"4020200"	"Paliperidone"	"Injection"
"11694441000033117"	"Paliperidone 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"4020200"	"Paliperidone"	"Injection"
"11694541000033116"	"Paliperidone 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"4020200"	"Paliperidone"	"Injection"
"11694641000033115"	"Paliperidone 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"4020200"	"Paliperidone"	"Injection"
"11694741000033112"	"Trevicta 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"4020200"	"Paliperidone"	"Injection"
"11694841000033119"	"Trevicta 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"4020200"	"Paliperidone"	"Injection"
"11694941000033110"	"Trevicta 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"4020200"	"Paliperidone"	"Injection"
"11695041000033110"	"Trevicta 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"4020200"	"Paliperidone"	"Injection"
"11730041000033115"	"Quetiapine 200mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine"	"40.000mg/1.000ml"	NA	"Quetiapine"	"Oral"
"11753641000033118"	"Quetiapine 20mg/ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Quetiapine"	"20.000mg/1.000ml"	NA	"Quetiapine"	"Oral"
"11781941000033118"	"Brancico XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"	"Oral"
"11782041000033112"	"Brancico XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"	"Oral"
"11782141000033111"	"Brancico XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"	"Oral"
"11782241000033116"	"Brancico XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"	"Oral"
"11782341000033114"	"Brancico XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"	"Oral"
"11798841000033118"	"Pimozide 2mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Pimozide"	"400.000microgram/1.000ml"	NA	"Pimozide"	"Oral"
"11821541000033119"	"Levomepromazine 62.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Levomepromazine"	"12.500mg/1.000ml"	NA	"Levomepromazine"	"Oral"
"11876741000033116"	"Chlorpromazine 25mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Chlorpromazine"	"5.000mg/1.000ml"	NA	"Chlorpromazine"	"Oral"
"12428041000033114"	"Atrolak XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"	"Oral"
"12665341000033110"	"Cariprazine 1.5mg capsules"	"Capsule"	"Oral"	"Cariprazine"	"1.500mg"	NA	"Cariprazine"	"Oral"
"12665441000033116"	"Cariprazine 3mg capsules"	"Capsule"	"Oral"	"Cariprazine"	"3.000mg"	NA	"Cariprazine"	"Oral"
"12665541000033115"	"Cariprazine 4.5mg capsules"	"Capsule"	"Oral"	"Cariprazine"	"4.500mg"	NA	"Cariprazine"	"Oral"
"12665641000033119"	"Cariprazine 6mg capsules"	"Capsule"	"Oral"	"Cariprazine"	"6.000mg"	NA	"Cariprazine"	"Oral"
"12667641000033113"	"Chlorpromazine 100mg suppositories"	"Suppository"	"Rectal"	"Chlorpromazine"	"100.000mg"	NA	"Chlorpromazine"	"Oral"
"12988741000033118"	"Olanzapine 2.5mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"2.500mg"	NA	"Olanzapine"	"Oral"
"12988841000033111"	"Olanzapine 7.5mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"7.500mg"	NA	"Olanzapine"	"Oral"
"12990341000033118"	"Arpoya 5mg tablets"	"Tablet"	"Oral"	"Aripiprazole"	"5.000mg"	NA	"Aripiprazole"	"Oral"
"12990441000033112"	"Arpoya 10mg tablets"	"Tablet"	"Oral"	"Aripiprazole"	"10.000mg"	NA	"Aripiprazole"	"Oral"
"13158341000033119"	"Clozapine 100mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"100.000mg"	NA	"Clozapine"	"Oral"
"13158441000033113"	"Clozapine 12.5mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"12.500mg"	NA	"Clozapine"	"Oral"
"13158541000033114"	"Clozapine 200mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"200.000mg"	NA	"Clozapine"	"Oral"
"13158641000033110"	"Clozapine 25mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"25.000mg"	NA	"Clozapine"	"Oral"
"13158741000033118"	"Clozapine 50mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"50.000mg"	NA	"Clozapine"	"Oral"
"13353241000033112"	"Aripiprazole 1mg/ml oral solution sugar free"	"Oral solution"	"Oral"	"Aripiprazole"	"1.000mg/1.000ml"	NA	"Aripiprazole"	"Oral"
"13581641000033117"	"Risperidone 250microgram tablets"	"Tablet"	"Oral"	"Risperidone"	"250.000microgram"	NA	"Risperidone"	"Oral"
"13719041000033113"	"Levomepromazine 50mg tablets"	"Tablet"	"Oral"	"Levomepromazine"	"50.000mg"	NA	"Levomepromazine"	"Oral"
"13719141000033112"	"Levomepromazine 100mg tablets"	"Tablet"	"Oral"	"Levomepromazine"	"100.000mg"	NA	"Levomepromazine"	"Oral"
"13734841000033110"	"Quetiapine 600mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"600.000mg"	NA	"Quetiapine"	"Oral"
"13734941000033119"	"Biquelle XL 600mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"600.000mg"	NA	"Quetiapine"	"Oral"
"13746541000033119"	"Modecate 25mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"25.000mg/1.000ml"	NA	"Fluphenazine"	"Injection"
"13746741000033110"	"Modecate Concentrate 100mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"100.000mg/1.000ml"	NA	"Fluphenazine"	"Injection"
